"id","title","researcher_id","degree_id","date_of_publish","paper_number","others"
1265,دراسة لبعض الألفاظ العربية المستخدمة في القاموس الإندونيسي المعاصر,171,2,1985,412,""
1266,دراسة لغوية إجتماعية عن تراث قبيلة العاليا بمحلية عديلة (الشعر الشعبي نموذجا),1303,3,2011,1928,""
1267,دراسة لغوية إجتماعية في تراث قبيلة حمر (منطقة النهود),822,3,2011,1917,""
1268,دراسة لغوية اجتماعية لعامية المسيرية بولاية جنوب كردفان القطاع الغربي نموذجا,1942,3,2013,2121,""
1269,دراسة لغوية اجتماعية للأدب الشعبي في قبيلة دار حامد ولاية شمال كردفان - محلية بارا,2084,3,2013,2148,""
1270,دراسة لغوية تحليلية اجتماعية في المعتقدات الشعبية السودانية ولاية القضارف، قرية أم قلجة للعام 2011 - 2011م,1173,2,2012,2018,""
1271,دراسة للأصوات فوق المقطعية النبر والتنغيم,668,3,1988,720,""
1272,دراسة لنظام التتابعات الصوتية الصومالية ومقابلتها باللغة العربية : دراسة إحصائية,2232,2,1979,153,""
1273,دراسة مترادفات القرآن الكريم في السور المكية من القرآن الكريم,920,3,2000,1195,""
1274,دراسة معجمية دلالية لبعض أقاصيص كتاب سالي فوحمر لجمال محمد أحمد,2233,2,1986,515,""
1275,دراسة معجمية دلالية لديوان الشاعر محمد أحمد محجوب - قلب وتجارب,905,3,1993,880,""
1276,دراسة معجمية دلالية لروايات الطيب صالح,164,3,1980,17,""
1277,دراسة معجمية دلالية لطائفة من ألفاظ القرآن الكريم,2023,3,2003,1392,""
1278,دراسة معجمية دلالية لعمرية حافظ وبناء وحدة قرائية عليها للمتقدمين,1913,2,1984,306,""
1279,دراسة معجمية دلالية لكتاب أحلام شهرزاد وتحويله إلى كتاب قراءة للمتوسطين وبناء التدريبات عليه,2194,3,1983,225,""
1280,دراسة معجمية دلالية من قصيدة البردة للبوصيري,35,3,1985,405,""
1281,دراسة معجمية دلالية من كتاب نساء النبي,1756,3,1983,216,""
1282,دراسة معجمية لديوان أنشودة المطر,852,3,1981,59,""
1283,دراسة معجمية و دلالية للمعجم الوسيط,157,3,1979,16,""
1284,"دراسة معجمية ودلالية لبعض أقاصيص كتاب "" دنيا لله "" لنجيب محفوظ",1178,3,1984,331,""
1285,دراسة معجمية ودلالية للمصطلحات الطبية في مجلة طبيبك الخاص,55,3,1979,5,""
1286,دراسة معملية صوتية للأخطاء في نطق الصوامت العربية لدى نماذج من غير الناطقين بها مع إقتراح وسائل عملية لعلاجها,1847,3,1984,305,""
1287,دراسة مقارنة بين الأمثال السواحلية والأمثال العربية (من حيث الدلالة والأسلوب اللغوي),515,2,2009,1758,""
1288,دراسة مقارنة بين البرنامج البنيوي والبرنامج الإتصالي في تعليم اللغة الهدف,1763,3,2009,1804,""
1289,دراسة مقارنة بين اللغة العربية والتجرية علي المستوي الصرفي,1049,3,1984,292,""
1290,دراسة مقارنة بين اللغة العربية ولغة التكري على المستوى المعجمي,1914,3,2014,2225,""
1291,دراسة مقارنة بين اللغتين العربية والصينية على مستوى علامات الترقيم,1639,3,2014,2217,""
1292,دراسة مقطعية للغة العربية المعاصرة ممثلة في الصحافة العراقية,1489,3,1980,103,""
1293,دراسة مورفولوجية وصفية لبنية الأفعال في اللغة العربية,434,3,1987,570,""
1294,دراسة نقدية تحليلية لمقرر الأدب والنصوص للصف الأول بالمعاهد الدينية السودانية المتوسطة,824,3,1988,667,""
1295,دراسة وصفية تحليلية تقويمية لتجربة الجمهورية العربية السورية في تعليم اللغة العربية للناطقين بغيرها,2198,3,2004,1442,""
1296,دراسة وصفية تحليلية تقويمية للإختبارات الشهرية في مادة اللغة العربية للتعليم الخاص بولاية الخرطوم,491,2,2007,1596,""
1297,دراسة وصفية تحليلية تقويمية للمحتوى الثقافي للكتاب الرابع (1-2)(1-3) من سلسلة العربية للحياة,2001,3,2008,1725,""
1298,دراسة وصفية تحليلية عن تعليم اللغة العربية في أكاديمية الديانة واللغة العربية بوكت تنجي - إندونيسيا,808,3,1987,580,""
1299,دراسة وصفية تحليلية لجمع التكسير وطريقة تدريسه لغير الناطقين بها,2061,3,1988,685,""
1300,دراسة وصفية تحليلية للأهداف السلوكية : دراسة تطبيقية على مقرر المطالعة والأدب للصف الأول الثانويى بالمدارس السودانية,1377,3,2006,1577,""
1301,دراسة وصفية تحليلية لمستوي اللغة العربية لدي طلاب مرحلة الأساس,1386,3,2002,1315,""
1303,دراسة وصفية للخطاب العسكري في لغة الصحافة,2108,3,1984,357,""
1304,دراسة وصفية للفعل في العربية وتحديد المورفيمات التي يتكون منها الفعل مع تدبيرها للدارس الأجنبي,1791,3,1981,128,""
1305,دروس نموذجية في المصطلحات السياسية الشائعة,727,3,1999,1144,""
1306,الدريب وأثره في اداء معلم اللغة العربية في مرحلة الأساس بولاية كانو القطاع الجنوبي لمحلية دواكن كودو - نيجيريا,2038,3,2013,2139,""
1307,الدلالات اللغوية والإجتماعية للأمثال الدارفورية,908,3,2010,1846,""
1308,الدلالة الإجتماعية للمثل الشعبي الصومالي,1296,3,1993,885,""
1309,دلالة الإستفهام في السور المكية من القرآن الكريم,296,3,1997,1043,""
1310,دلالة الإستفهام في بعض الآيات المدنية في القرآن الكريم وتدريسه للناطقين بغير العربية,1800,3,2005,1500,""
1311,دلالة الألفاظ في همزية شوقي,321,3,1985,372,""
1312,دلالة الرمز اللغوي في المجتمع من خلال ديوان (اشراقة) للشاعر التيجاني يوسف بشير,2200,3,2011,1967,""
1313,دلالة ألفاظ الحياة الإجتماعية عند العرب - العصر العباسي الثاني,53,3,2002,1285,""
1314,الدلالة اللغوية الإجتماعية عند الطفل,455,2,1997,1041,""
1315,الدلالة اللغوية للأغاني الشعبية النوبية لقبيلة الأجانج الكاركو,123,3,2010,1853,""
1316,الدلالة اللغوية والإجتماعية في المثال الشعبي الحلنقي,964,2,2005,1476,""
1317,الدلالة اللغوية والإجتماعية في المثل الشعبي المصري,1625,3,1995,979,""
1318,الدلالة اللغوية والإجتماعية في المدائح النبوية : مدائح الشيخ حاج الماحي أنموذجا,396,3,2012,1991,""
1319,الدلالة اللفظية الوضعية وتعليم اللغة العربية,1177,2,1996,1000,""
1320,الدلالة المركزية والدلالة العامة ودورها في المجال النقدي والسياسى والقانونى,1279,2,1997,1039,""
1321,"الدلالة النحوية للأداة "" من "" في القرآن الكريم",418,3,2001,1283,""
1322,دلالة فعل الأمر في القرآن الكريم,1131,3,2000,1207,""
1323,دليل المعلم لتدريس اللغة العربية للحلقة الثالثة للصفين السابع والثامن : دراسة تحليلية تقويمية,846,2,2005,1475,""
1324,دوافع الكبار لتعليم اللغة العربية كلغة أجنبية,1026,3,1980,72,""
1325,"دوافع تعلم اللغة العربية في المجتمع الجبوتي "" طلاب الجامعات السودانية """,2134,2,2001,1281,""
1326,دوافع تعلم اللغة العربية في نيجيريا وطرق تدريسها كلغة أجنبية,1171,3,1986,543,""
1327,دوافع تعلم اللغة العربية لدى الطلاب النيجيريين بالمعاهد والجامعات السودانية,569,3,2013,2075,""
1328,دوافع تعلم اللغة العربية لدى الناطقين بغيرها - بمحلية شرق سنار - ولاية سنار,1144,3,2017,2404,""
1329,دوافع تعلم اللغة العربية لدي طلاب المدرسة الثانوية بجهاز التعليم الإرتري بالسودان,1703,2,1993,903,""
1330,دوافع دراسة العربية لدي طلاب نونا,1273,2,2002,1314,""
1331,الدوافع في تعلم العربية لغير الناطقين بها,692,3,1986,533,""
1332,دور الخلوة القرآنية في تيسير تعليم اللغة العربية في المدارس الأهلية في الصومال,2246,3,2005,1514,""
1333,دور إستخدام الوسائل التعليمية البصرية في تعليم اللغة العربية للناطقين بغيرها,1565,3,2002,1319,""
1334,دور إعداد وتدريب المعلمين في التحصيل الدراسي بمرحلة الأساس : دراسة ميدانية بمحلية شرق النيل,488,3,2007,88,""
1335,دور الإدارة المدرسية في معالجة العنف في المدارس الثانوية (دراسة ميدانية بمحلية شرق النيل),397,3,2007,81,""
1336,دور الأدب في تنمية قدرات الناطقين بغير العربية,1983,3,2000,1231,""
1337,دور الإذاعة المدرسية في تنمية مهارة الكلام لدى تلاميذ مرحلة الأساس (دراسة ميدانية بمحلية جبل أولياء),436,2,2007,85,""
1338,دور الإذاعة في نشر اللغة,1462,3,1990,793,""
1339,دور الأسرة في إكساب اللغة للطفل,301,3,1999,1140,""
1340,دور الأسئلة الصفية في تعليم اللغة العربية للناطقين بغيرها,1514,3,2009,1797,"95 ص"
1341,دور الإشراف التربوي في المدارس العربية بالكاميرون (دراسة وصفية تحليلية),112,3,2008,1661,""
1342,دور الإشراف التربوي في ترقية أداء معلمي اللغة العربية في المرحلة الثانوية,1136,3,1999,1154,""
1343,دور الإشراف التربوي في ترقية أداء معلمي اللغة العربية في جزر القمر,998,3,2000,1199,""
1344,دور الاشراف التربوي في ترقية اداء معلمي اللغة العربية مرحلة الاساس - محلية الدمازين,188,3,2014,2158,""
1345,دور الإشراف التربوي في تطوير كفاية تخطيط الدروس لمعلمي المرحلة الثانوية ولاية القضارف,106,3,2013,2061,""
1346,دور الألعاب اللغوية فى تعليم وتعلم اللغة العربية للناطقين بغيرها : مهارة القراءة أنموذجا,695,3,2007,1605,""
1347,دور الأنشطة المصاحبة للمنهج في التحصيل الدراسي بمرحلة تعليم الأساس - محلية جبل أولياء,523,3,2007,89,""
1348,دور البيئة الداخلية للمدرسة في عمليتي التعليم والتعلم لتلاميذ مرحلة الأساس بمحلية بحري شمال,1543,3,2007,109,""
1349,دور التباين اللغوي والثقافي كمؤشر فاعل للتوحد القومي في السودان,2174,3,1988,717,""
1350,دور التدريب المستمر في تطوير أداء معلم اللغة العربية,834,2,2008,1691,""
1351,دور التدريبات اللغوية في تعليم اللغة العربية للناطقين بغيرها,1140,3,2003,1368,""
1352,دور التدريبات اللغوية في تعليم مهارة الكلام,942,3,2011,1977,""
1353,دور التعريب في إثراء اللغة العربية,1946,2,1999,1173,""
1354,دور التعليم المصغر في تنمية قدرات معلمي اللغة العربية للناطقين بغيرها شمال كردفان - محلية النهود,8,3,2010,1829,""
1355,دور التلفزيون في تعليم العربية لغير الناطقين بها,974,2,1997,1055,""
1356,دور التوجيه الفني في تطوير كفايات المعلمين بالمرحلة الثانوية,1963,3,2005,1505,""
1357,دور التوجيه المعنوي في تعليم اللغة العربية لغير الناطقين بها بالقوات المسلحة السودانية,1934,3,2006,1564,""
1358,دور التوجيه المعنوي في تعليم اللغة العربية لغير الناطقين بها من قوات الشرطة السودانية,84,3,1999,1135,""
1359,دور الثقافة والحضارة الإسلامية في جزر القمر في دفع مسيرة تعليم اللغة العربية,2230,3,2004,1443,""
1360,دور الحركة في تغيير المعنى من خلال (مثلث طرب) : دراسة وصفية تحليلية,31,3,2009,1740,""
1361,دور الحلقات العلمية في نشر اللغة العربية في إثيوبيا,1338,3,2009,1787,""
1362,دور الخبرات البسيطة والفنية في تعليم اللغة العربية لغير الناطقين بها,566,3,1980,43,""
1363,دور الدوافع في تعليم اللغة العربية في المجتمع الصومالي,66,3,1988,654,""
1364,دور الشعر في تنمية قدرات طلاب اللغة العربية للناطقين بغيرها,1772,3,2005,1499,""
1365,دور الصلات في اللغة العربية ومشكلات متحدثي اللغة الأردية في إستخدامها,1137,3,1983,208,""
1366,دور الصور الثابتة والرسوم في إعداد دروس للمبدئين في تعليم اللغة العربية لغير الناطقين بها,1285,3,1979,89,""
1367,دور الصور المتحركة في إعداد دروس للمبتدئين,2245,3,1979,154,""
1368,دور العوامل البيئية على النمو اللغوي لدى تلاميذ مرحلة التعليم الأساسي بمناطق التداخل اللغوي,362,3,2017,2379,""
1369,دور الفروق الفردية في إكتساب اللغة العربية,15,3,1986,520,""
1370,دور القراءة الموسعة في اكتساب الكفاية اللغوية للناطقين بغير العربية - المستوى المتقدم - معهد اللغة العربية بجامعة افريقيا العالمية نموذجا,298,3,2013,2070,""
1371,دور القرآن الكريم في تنمية مهارة الكلام لدى الناطقين بغير العربية,454,2,2014,2165,""
1372,دور اللغة الأولي في تعليم اللغة الثانية وفق نظريات الإكتساب اللغوي,1437,3,1999,1159,""
1373,دور اللغة العربية كعامل من عوامل الوحدة في ترسيخ الهوية القومية للأمة السودانية,2158,3,1987,647,""
1374,دور المدارس الأهلية في نشر اللغة العربية في شمال شرق كينيا,1827,3,2002,1324,""
1375,دور المسرح المدرسي في تعليم اللغة العربية للناطقين بغيرها,710,2,2005,1470,""
1376,دور المسرح في تنمية اللغة العربية للناطقين بغيرها (مهارة الكلام انموذجا),1542,3,2013,2112,""
1377,دور المسرحية العربية في نشر اللغة العربية في الصومال,1853,3,1988,682,""
1378,دور المشرف التربوي في اداء معلم اللغة العربية للناطقين بغيرها,1821,3,2014,2222,""
1379,دور المشرف التربوي في حل المشكلات والصعوبات التى تواجه الإدارة المدرسية,702,3,2013,2364,""
1380,دور المعاهد الأهلية في تعليم اللغة العربية في إرتريا,204,2,1989,731,""
1381,دور المناشط التربوية في إكتساب وتنمية مهارات اللغة العربية للناطقين بغيرها,1151,3,2006,1547,""
1421,الشعر الصوفى الأثيوبي ودوره فى نشر اللغة العربية فى أثيوبيا,1860,3,2004,1435,""
1382,دور المنهج المصاحب في تنمية المهارات اللغوية لدى طلاب المستوى المتقدم للناطقين بغير العربية في جامعة افريقيا العالمية - المستوى المتقدم بنات بمعهد اللغة العربية نموذجا,836,3,2010,1976,""
1383,دور الموجه الفني في تعزيز الكفايات المهنية لمعلم اللغةالعربية ودوره نحو الطلاب النازحين,1648,3,2010,1866,""
1384,دور النص الشعري في تعليم اللغة العربية للناطقين بغيرها - نماذج من أشعار - كيرة عزة,151,3,2017,2370,""
1385,دور النص الشعري في تعليم اللغة العربية للناطقين بغيرها,1805,3,1984,304,""
1386,دور الوسائط التعليمية في التعلم عن بعد,1952,3,2007,113,""
1387,دور الوسائل التعليمية في تدريس اللغة العربية بمرحلة الأساس : دراسة تحليلية بمحلية جبل أولياء ولاية الخرطوم,683,3,2007,91,""
1388,دور الوسائل التعليمية في ترقية أداء معلم مرحلة التعليم الأساسي : دراسة ميدانية - محلية الخرطوم - قطاع شرق,1522,3,2007,107,""
1389,دور الوسائل التعليمية في تنمية مهارة الكلام للناطقين بغير اللغة العربية,2002,3,2003,1363,""
1390,دور تكنولوجيا التعليم في التحصيل الدارسي الجامعى (الحاسوب نموذجا),461,3,2013,2068,""
1391,دور صياغة الأهداف سلوكيا في جودة تصميم الإختبارات التحصيلية مرحلة الأساس - محلية الخرطوم,1083,3,2007,103,""
1392,دور علاقة اللغة بالفكر في تنمية مهارات اللغة العربية للناطقين بغيرها,725,3,2010,1838,""
1393,دور علم النفس التربوي في تعليم اللغة العربية لغير الناطقين بها,519,2,1985,418,""
1394,دور علم النفس اللغوي في تعليم اللغة العربية لغير أهلها,1122,3,1985,375,""
1395,دور كلية التربية جامعة القرآن الكريم والعلوم الإسلامية بملكال في إعداد وتدريب المعلمين,1265,3,2003,1367,""
1396,دور لوحة الجيوب في معالجة الأخطاء الكتابية لتلاميذ الحلقة الأولى - مرحلة الأساس : تطبيقات على وحدة الأزهرى - الخرطوم,85,3,2007,1586,""
1397,دور معهد الخرطوم الدولي في تأهيل وتدريب معلمي مرحلة الأساس في الفترة 1996 - 2000,1496,3,2002,1318,""
1398,دور منهج التاريخ للصف الخامس الإبتدائي بالمدارس السودانية في تدعيم مادة اللغةالعربية,1251,3,1988,706,""
1399,دور منهج المواد المترابطة في إثراء تعليم اللغة العربية,933,3,2010,1847,""
1400,دور وسائل الإعلام في نشر اللغة العربية في الصومال,821,3,1988,666,""
1401,دورالقراءة الحرة في تنمية النمو المعرفي لدى تلاميذ مرحلة الأساس,985,3,2007,1621,""
1402,الدولة الإسلامية الفلانية الفودوية ودور بعض زعمائها في نشر اللغة العربية في شمال نيجيريا,1578,3,2007,1639,""
1403,الرتبة النحوية في الجملة العربية المعاصرة,35,3,1986,465,""
1404,الرسائل الديوانية وتوظيفها في تعليم اللغة العربية للناطقين بغيرها,626,3,2017,2387,""
1405,رسم المصحف ، نشأته ، تطوره ، وتعليمه للمبتدئين,624,3,1994,913,""
1406,الرسوم المتحركة وأثرها في إكتساب مهارة الكلام لطفل ما قبل المدرسة,1478,3,2000,1217,""
1407,الروافع وأهميتها في تعلم اللغة العربية لغير الناطقين بها,258,2,2005,1461,""
1408,روايات غسان كنفاني : دراسة معجمية ودلالية - رجال في شعر أم سعد - عائد إلي حيفا,24,3,1988,652,""
1409,زمن الفعل بين اللغتين العربية والصومالية : دراسة تحليلية تقابلية,1189,3,2014,2196,""
1410,زمن الفعل في اللغتين العربية والألبانية,274,3,1998,1089,""
1411,السلام و مفهومه في شعر زهير بن أبي سلمى و تدريسه للناطقين بغيرها,9,3,2014,,""
1412,السلام ومفهومه في شعر زهير بن ابي سلمى وتدريسه للناطقين بغيرها,9,3,,,""
1413,سمات الفصاحة في العامية العربية السودانية,251,3,1999,1136,""
1414,السمات الفونولوجية للأصوات العربية بين القرآن الكريم واللغة الفصحي : دراسة مقارنة,170,3,1996,998,""
1415,سيكولوجية الوسائل التعليمية في تعليم اللغة لدي الطفل,196,3,1997,1061,""
1416,سيكولوجية الوسائل التعليمية لتعليم اللغة العربية لغير الناطقين بها,109,3,1986,517,""
1417,شخصية مدرسة اللغة العربية,881,3,1984,323,""
1418,الشذوذ في قواعد اللغة العربية,1321,3,1990,787,""
1419,شرح ومقارنة للمصطلحات الصوتية التشريحية لجهاز النطق ومخارج الحروف عند القدماء والمحدثين,2233,3,1985,463,""
1420,الشعر التعليمي عند أحمد شوقي والإستفادة منه في تعليم اللغة للناطقين بغيرها,1784,1,2011,1951,""
1422,شعر المدح لدى أبي الطيب المتنبي من خلال توظيفه للتشبيه,749,3,2017,2392,""
1423,شعر عبد الله الطيب المجذوب (الشعر التعليمي المسرحي),1124,3,2011,1927,""
1424,شعر محمد سعيد العباسي ودلالاته اللغوية والإجتماعية,557,3,2011,1911,""
1425,الشواهد النحوية في كتاب شذور الذهب لابن هشام وتوظيفها في تعليم اللغة العربية للناطقين بغيرها,746,3,2017,2391,""
1426,الشوق والحنين - نماذج من الشعر السوداني : دراسة لغوية إجتماعية,1836,3,2011,1953,""
1427,الصراع اللغوي بين العربية والفرنسية في دكار عاصمة السنغال,464,3,2008,1672,""
1428,صعوبات التعبير الكتابي لدي التلميذ البجاوي,1501,3,2005,1492,""
1429,الصعوبات التى تحد من فعالية الكلية في تدريس اللغة العربية في الصف الأول أساس : دراسة وصفية بمحلية أمبدة - وحدة دار السلام,1509,3,2008,1711,""
1430,الصعوبات التى تواجه التلميذات في تعلم اللغة العربية في المدارس الثانوية العربية - الفرنسية في النيجر نيامي نموذجا : دراسة ميدانية تحليلية في الفترة 2011 - 2012م,851,3,2012,2007,""
1431,الصعوبات التى تواجه تدريس مهارتي الاستماع والقراءة للمبتدئين : حالة المدارس الابتدائية المدمجة في نيروبي - كينيا,847,3,2013,2081,""
1432,الصعوبات التى تواجه تلميذ الحلقة الأولى في مهارة الكتابة عند تعليم اللغة العربية بمرحلة الأساس بمحلية الجنينة - ولاية غرب دارفور للعام 2008 - 2009 م,684,3,2009,1765,""
1433,الصعوبات التى تواجه تلميذ مرحلة الأساس في تعليم اللغة العربية : دراسة ميدانية على مدارس منطقة الهمج - مدينة الرصيرص - ولاية النيل الأزرق,1997,3,2011,1961,""
1434,الصعوبات التى تواجه طلاب المرحلة الثانوية في مادة العروض وطرق علاجها ولاية كنو نموذجا,1290,2,2013,2098,""
1435,الصعوبات التى تواجه طلاب المرحلة الثانوية في مادة العروض وطق علاجها - ولاية كنو نموذجا,1290,2,2013,2097,""
1436,الصعوبات التى تواجه متعلم اللغة العربية في المدارس الأساسية الأهلية بمنطقة موبابي - كينيا,2094,3,2007,1654,""
1437,الصعوبات التى تواجه متعلم اللغة في مدارس الأساس - بمدينة بانتيو ولاية الوحدة,2239,3,2009,1821,""
1438,الصعوبات التى تواجه متعلمي اللغة العربية بمناطق التداخل اللغوي : دراسة ميدانية على مدارس أبي جبيهة - ولاية جنوب كردفان,1524,3,2011,1941,""
1439,الصعوبات التى تواجه معلم اللغة العربية في المرحلة الجامعية بجمهورية الصومال 2005 - 2010م,449,3,2012,1993,""
1440,الصعوبات التى تواجه معلمي اللغة العربية في المعاهد الإسلامية الصينية,980,3,2011,1924,""
1441,الصعوبات التى يواجهها العمال الاندونيسيون في تعلم اللغة العربية في السودان ( دراسة اللغة العربية لأغراض خاصة),838,3,2010,1883,""
1442,الصعوبات التي تواجه التلميذ الناطق باللغة الدنقلاوية عند تعلمه اللغة العربية علي مستوي الأصوات,1681,3,1994,935,""
1443,الصعوبات التي تواجه الناطقين بغير العربية في تلاوة القرآن الكريم في الأصوات وبنية الكلمة,1076,3,1987,622,""
1444,"الصعوبات التي تواجه تعليم وتعلم اللغة العربية - مرحلة الأساس في مجتمع متعدد اللغات "" محلية سنار """,959,3,2003,1357,""
1445,الصعوبات التي تواجه تعليم وتعلم اللغة العربية بالقضارف,891,3,2002,1305,""
1446,الصعوبات التي تواجه تعليم وتعلم اللغة العربية بمدارس التداخل اللغوي مرحلة الأساس في مدينة بورتسودان,1688,3,2004,1432,""
1447,الصعوبات التي تواجه تلميذ المدرسة الإبتدائية في تعليم اللغة العربية في منطقة الزغاوة,22,2,1980,4,""
1448,الصعوبات التي تواجه طلبة الخلاوي القرآنية عند تعلم اللغة العربية في جزر القمر,139,3,2004,1426,""
1449,الصعوبات التي تواجه متعلمي اللغة العربية بمرحلة الأساس في الحلقة الأولى بمحلية أبي جبيهة,666,3,2007,1602,""
1450,الصعوبات التي تواجه متعلمي اللغة العربية في المعاهد الإسلامية بإندونيسيا,2131,3,2006,1572,""
1451,الصعوبات التي تواجه متعلمي اللغة من غير الناطقين بها,1150,3,1984,330,""
1452,الصعوبات التي تواجه معلمي اللغة العربية في مرحلة الأساس بولاية بحر الجبل كمنطقة تداخل لغوي,81,3,2006,1517,""
1453,الصعوبات التي يواجهها الفرنسي في تعليم العربية وكيفية معالجتها,509,3,1980,36,""
1454,الصعوبات التي يواجهها ناطق اللغة الإنجليزية في تعلم اللغة العربية وكيفية معالجتها,2099,3,1998,1125,""
1455,الصعوبات الصرفية التي تواجه الناطقين بالسواحيلية في تعلم الإسم في اللغة العربية,294,3,1987,612,""
1456,الصعوبات الصوتبة لتلاميذ التداخل اللغوي بولاية القضارف مرحلة الأساس (الحلقة الأولي),1375,3,2008,1707,""
1457,الصعوبات الصوتية التى تواجه الهوسوي في تعليم اللغة العربية,1343,3,1983,,""
1458,الصعوبات الصوتية التي تواجه التلميذ الحلنقي عند تعلمه اللغة العربية,2102,3,1988,686,""
1459,الصعوبات الصوتية التي تواجه التلميذ الناطق بالنوبية عند تعلمه اللغة العربية في منطقة حلفا الجديدة,1046,3,1992,842,""
1460,الصعوبات الصوتية التي تواجه الطالب الصومالي عند دراسته للغة العربية,2231,3,1995,989,""
1461,الصعوبات الصوتية التي يواجهها الناطق الإندونيسي في تعلمه للغة العربية,136,3,1993,870,""
1462,الصعوبات الصوتية التي يواجهها الناطق باللغة الأمهرية عند دراسة اللغة العربية,1186,3,1980,82,""
1463,الصعوبات الصوتية لتلاميذ التداخل اللغوي بريفي كسلا,1463,3,2003,1373,""
1464,الصعوبات الصوتية لغير الناطقين بالعربية من الهوسا في شمال نيجيريا,94,3,1997,1074,""
1465,صعوبات القراءة لدى تلاميذ مرحلة الأساس بولاية الخرطوم أسبابها وعلاجها,280,3,2007,1592,""
1466,الصعوبات اللغوي التى تواجه التلاميذ في المدارس العربية الاسلامية بمرحلة الاساس في جمهورية مالي 2008 - 2011م,1456,3,2013,2108,""
1467,الصعوبات اللغوية التحريرية التي تقابل متعلمي اللغة العربية في المدارس الثانوية الحكومية بكينيا منطقة ممباسا نموذجا,2142,3,2005,1511,""
1468,الصعوبات اللغوية التى تواجه تعلم اللغة العربية لغير الناطقين بها بمرحلة الاساس ( محلية الجبلين - كنانة نموذجا ),1433,3,2014,2203,""
1469,الصعوبات اللغوية التى تواجه متعلمي اللغة العربية الناطقين بلغة الهوسا,1488,3,2011,1940,""
1470,الصعوبات اللغوية التى تواجه متعلمي اللغة العربية في جنوب تايلاند (ولاية قطاني انموذجا),602,3,2011,1912,""
1471,الصعوبات اللغوية التي تواجه تعلم اللغة العربية لأبناء الرحل بمنطقتي تمسكو - أم ضوا بان ولاية جنوب دار فور - محلية أبوعجوزة,562,3,2002,1295,""
1472,الصعوبات اللغوية التي تواجه تلميذ مرحلة الأساس في تعلم اللغة العربية في منطقة المساليت بغرب السودان,215,3,2001,1243,""
1473,الصعوبات اللغوية التي تواجه تلميذ مرحلة الأساس في تعلم اللغة العربية في منطقة جبل مرة,1271,3,2001,1260,""
1474,الصعوبات اللغوية التي تواجه متعلمي اللغة العربية من غير الناطقين بها للغرض الديني,884,3,1984,324,""
1475,الصعوبات اللغوية والإجتماعية التى تواجه الطلاب الوافدين بمعهد الخرطوم الدولي للغة العربية,790,3,2012,2004,""
1476,الصعوبات النحوية والصرفية التى تواجه الدارس الماليزي للغة العربية,1022,2,1980,71,""
1477,الصعوبات النحوية والصرفية التي تواجه الناطقين بالسواحيلية في تعلم اللغة العربية,294,2,1988,696,""
1478,الصعوبات النطقية لدى تلاميذ الحلقة الأولى لمرحلة الأساس في مناطق التداخل اللغوي - ولاية شمال كردفان - إدارة الإضية -,1987,3,2007,1649,""
1479,الصعوبات النطقية لدى تلاميذ مرحلة الأساس بولاية النيل الأزرق محلية قيسان,360,3,2017,2378,""
1480,صعوبات تدريس النحو العربي في المدارس الأهلية العربية في الصومال : (ثانوية بوصاصر نموذجا),1205,3,2008,1702,""
1481,صعوبات تعلم اللغة العربية في كليات الدراسات الاسلامية - جامعة الامير سونجكلا فر قطاني - تايلاند,1661,3,2013,2119,""
1482,صعوبات تعلم مهارة القراءة وعلاقتها بالتحصيل الدراسي لدى تلاميذ مرحلة الأساس - محلية الفاو,2112,2,2009,1817,""
1483,صعوبات تعليم اللغة العربية في المرحلة الإعدادية في غينيا - كوناكري أنوذجا (2007م 2010م),1745,2,2012,2028,""
1484,صعوبات تعليم اللغة العربية لغير الناطقين بها,1802,2,1979,131,""
1485,صعوبات تعليم اللغة العربية للناطقين بغيرها في معسكرات النازحين بولاية جنوب دارفور : معسكر كلمة نموذجا,2024,2,2010,1896,""
1486,صعوبات تعليم مهارة الاستماع في اللغة العربية للناطقين بالسواحلية في المرحلة الثانوية في دولة زنجبار (مدينة زنجبار نموذجا),793,3,2013,2079,""
1487,صعوبات تعليم وتعلم اللغة العربية بمدارس التداخل اللغوي بمدينة الدمازين,1324,3,2006,1550,""
1488,صعوبات توحيد الخطة الدراسية بالتعليم العام في الجمهورية اليمنية,1866,3,1995,983,""
1489,صعوبات توحيد مناهج التعليم العام في الجمهورية اليمنية,1142,2,1994,925,""
1810,المدخل لدراسة الفعل المساعد في اللغة العربية,202,3,1989,730,""
1490,صعوبات نطقية في اصوات اللغة العربية بمدارس التداخل اللغوي - مدينة الجنينة -,208,3,2013,2063,""
1491,صعوبة نطق الأصوات العربية الإنفجارية في منطقة شمال الشلك,654,3,1987,617,""
1492,صلة لهجة المخلاف باللغة العربية الفصيحة,901,3,2000,1194,""
1493,صوامت اللغة العربية وكيفية تدريسها,1044,3,1988,701,""
1494,الصوائت العربية وكيفية التدريب علي نطقها لمتعلمي اللغة العربية,1071,3,1978,73,""
1495,الصور البلاغية في شعر الكميت بن زيد الأسدي وتدريسها للناطقين بغير العربية,500,3,2017,2381,""
1496,الصور البيانية في السور المكية,1526,3,1996,1015,""
1497,صيغ المبالغة وتدريسها للناطقين بغير العربية,987,3,2017,2400,""
1498,صيغتا أفعل واستفعل في الربع الأول من القرآن الكريم وطرق تدريسها للناطقين بغير العربية,229,3,2014,2153,""
