"id","first_name","second_name","third_name","fourth_name","alternative_name","title"
1253,عبد القادر,فكي,إبراهيم,أوشيك,"",
1254,عبد القادر,محمد,حسن,نور الدين,"",
1255,عبد القادر,محمد,علي,"","",
1256,عبد القادر,يوسف,آدم,"","",
1257,عبد القهار,زينال,الأندونيسي,"","",
1258,عبد الكريم,سراج,سليمان,محمد,"",
1259,عبد الكريم,عبد الله,احمد,"","",
1260,عبد الكريم,عبد المجيد,سرور,"","",
1261,عبد الكريم,عمر,عز الدين,"","",
1262,عبد الكريم,عوض,أحمد,ياسين,"",
1263,عبد الكريم,عوض,هيازع,"","",
1264,عبد الكريم,محمد,أحمد,الفكي,"",
1265,عبد اللطيف,عبد الوهاب,عباس,"","",
1266,عبد اللطيف,علي,الفكي,"","",
1267,عبد اللطيف,مجتبي,محمد,الأمين,"",
1268,عبد اللطيف,محمد,محمود,"","",
1269,عبد الله,إبراهيم,سلمان,كينوندو,"",
1270,عبد الله,أبوبكر,شيخ,حسين,"",
1271,عبد الله,أبوبكر,عبد الله,صالح,"",
1272,عبد الله,أحمد,صويلح,"","",
1273,عبد الله,آدم,جالو,"","",
1274,عبد الله,إسماعيل,"","","",
1275,عبد الله,الجيلاني,محمد,الحسن,"",
1276,عبد الله,السكري,الندوي,"","",
1277,عبد الله,السماني,محمد,"","",
1278,عبد الله,الشريف,النور,حامد,"",
1279,عبد الله,بابو,خرطوم,"","",
1280,عبد الله,تراوري,"","","",
1281,عبد الله,حاذر,عبد الله,"","",
1282,عبد الله,حبيب,علي,"","",
1283,عبد الله,حسن,عبد الله,"","",
1284,عبد الله,حسن,مصطفي,"","",
1285,عبد الله,حمد النيل,محمد,أحمد,"",
1286,عبد الله,حمدي,محمد,"","",
1287,عبد الله,دينق,نيال,"","",
1288,عبد الله,سابية,"","","",
1289,عبد الله,ساتي,"","","",
1290,عبد الله,سعيد,"","","",
1291,عبد الله,سليمان,إبراهيم,"","",
1292,عبد الله,سليمان,عبد الكريم,أحمد,"",
1293,عبد الله,سيلا,"","","",
1294,عبد الله,شيخ,دون,عبد ,"",
1295,عبد الله,عبد الحليم,عبد الله,"","",
1296,عبد الله,عبد القادر,"","","",
1297,عبد الله,عمر,براله,"","",
1298,عبد الله,محمد,حسين,آدم,"",
1299,عبد الله,محمد,خيرى,"","",
1300,عبد الله,محمد,شيخ,"","",
1301,عبد الله,محمد,عبد الله,دوتم,"",
1302,عبد الله,محمد,عمر,السيد,"",
1303,عبد الله,محمدي,بشار,"","",
1304,عبد الله,محمود,علي,"","",
1305,عبد الله,معيد,حماد,"","",
1306,عبد الله,موسي,سعيد,"","",
1307,عبد الله,موسي,عكية,"","",
1308,عبد الماجد,الطاهر,عبد الماجد,"","",
1309,عبد الماجد,محمد,عبد الماجد,"","",
1310,عبد المتعال,أحمد,دمياطي,"","",
1311,عبد المحمود,عبد لله,محمد,"","",
1312,عبد المعطي,الطاهر,أحمد,"","",
1313,عبد المنان,سهو,مبنج,"","",
1314,عبد المنعم,أحمد,محمد,"","",
1315,عبد المنعم,حسن,الملك,"","",
1316,عبد المنعم,عثمان,أحمد,"","",
1317,عبد المنعم,عثمان,عبد الله,صبير,"",
1318,عبد المنعم,ياسين,الحسن,أونسة,"",
1319,عبد المهيمن,محمد,الأمين,"","",
1320,عبد المؤمن,باميا,"","","",
1321,عبد الناصر,عثمان,عبد الله,صبير,"",
1322,عبد الناصر,عمر,حسين,"","",
1323,عبد الناصر,محمد,معلم,حسن,"",
1324,عبد النبي,محمد,الفكي,"","",
1325,عبد النور,محمد,الماحي,"","",
1326,عبد الهادي,إبراهيم,الضي,"","",
1327,عبد الهادي,أحمد,عبد الكريم,"","",
1328,عبد الهادي,حسن,تنجة,"","",
1329,عبد الواحد,الجابر,محمد,جبريل,"",
1330,عبد الواحد,حسن,أحمد,التوم,"",
1331,عبد الواحد,موسى,محمد,عبد الواحد,"",
1332,عبد الوهاب,الفاضل,عبد الله,حسين,"",
1333,عبد الوهاب,بن جمال الدين,"","","",
1334,عبد الوهاب,عبده,أحمد,"","",
1335,عبد مولد,فدية,"","","",
1336,عبده,آدم,احمد,سليمان,"",
1337,عبده,بوانا,عبد الله,"","",
1338,عبده,محمد,خيري,"","",
1339,عبده,محمد,هادي,"","",
1340,عبدون,محمد,عثمان,"","",
1341,عبير,أحمد,يحيى,محمد أحمد,"",
1342,عثمان,إبراهيم,محمد,"","",
1343,عثمان,إبراهيم,موسى,"","",
1344,عثمان,أبو بكر,طندغو,"","",
1345,عثمان,أحمد,كسر,إبراهيم,"",
1346,عثمان,الصادق,"","","",
1347,عثمان,أوهاج,سليمان,"","",
1348,عثمان,بغايوكو,"","","",
1349,عثمان,تشئ,سمي,"","",
1350,عثمان,حسن,وقيع الله,"","",
1351,عثمان,ديرية,مجن,"","",
1352,عثمان,سليمان,فضل الله,"","",
1353,عثمان,طاهر,عثمان,"","",
1354,عثمان,عبد الله,روبلي,"","",
1355,عثمان,عمر,أنجاي,"","",
1356,عثمان,كوناكي,"","","",
1357,عثمان,لوان,بابا,"","",
1358,عثمان,محمد,عثمان,"","",
1359,عثمان,محمد,فورليكيا,"","",
1360,عثمان,محمد,نور,كيكيا,"",
1361,عثمان,موريشو,"","","",
1362,عثمان,موسى,عثمان,"","",
1363,عدنانج,عاوي,بسا,"","",
1364,عرفات,الصادق,محمد,على,"",
1365,عرفة,أبكر,محمد,آدم,"",
1366,عرفة,آدم,جبارة,آدم,"",
1367,عرفة,محمد,محمد,خير,"",
1368,عرفة,يوسف,بابكر,"","",
1369,عز الدين,بابكر,محمد,"","",
1370,عز الدين,مصطفي,سانديم,"","",
1371,عز الدين,وظيف,علي,"","",
1372,عزالدين,محمد,محمد,أدم,"",
1373,عزيز الله,البتي,"","","",
1374,عزيز,فخر,الزازي,"","",
1375,عزيزة,النور,محمد,سليمان,"",
1376,عصام الدين,دفع الله,محمد,"","",
1377,عصام الدين,عبد الله,محمد,"","",
1378,عصام,بابكر,أحمد,تميم,"",
1379,عصام,عبد الرحمن,محمد,أحمد,"",
1380,عصام,عبد الله,علي,"","",
1381,عطية,سليمان,الأمين,"","",
1382,عفاف,الصادق,حمد,النيل,"",
1383,عفاف,بابوكوة,عطية,"","",
1384,عفاف,جمعة,علي,بشير,"",
1385,عفاف,حسن,عبد الكريم,"","",
1386,عفاف,محمد,سليمان,سعد,"",
1387,عفاف,محمد,عبد القادر,شرف الدين,"",
1388,علوية,أحمد,أبو بكر,"","",
1389,على,إبراهيم,إدريس,محمد,"",
1390,على,زاهر الدين,يوسف,"","",
1391,على,سبحان,صالح,"","",
1392,على,عبد الرحمن,على,عبد الرحمن,"",
1393,على,عدو,جبريل,"","",
1394,على,موسى,يونس,"","",
1395,علي,إبراهيم,أدم,"","",
1396,علي,إبراهيم,محمد,"","",
1397,علي,إبرهيم,علي,"","",
1398,علي,أحمد,البشير,"","",
1399,علي,أحمد,حامد,أبو ,"",
1400,علي,الحاج,عثمان,نوري,"",
1401,علي الدين,عبد الرشيد,"","","",
1402,علي,الزين,عبد النور,أحمد,"",
1403,علي,السيد,علي,يونس,"",
1404,علي,جامع,زرؤوم,"","",
1405,علي,جعفر,غسو,"","",
1406,علي,حاج,موسي,فينوتي,"",
1407,علي,حسن,خواجة,"","",
1408,علي,حسين,يمر,إمام,"",
1409,علي,خميس,الشفيع,شقة,"",
1410,علي,خميس,صمبوي,"","",
1411,علي,سيف,سالم,"","",
1412,علي,عبيد,بريمة,"","",
1413,علي,عمر,مذي,"","",
1414,علي,عيدي,سليمان,"","",
1415,علي,كان,أبوبكر,"","",
1416,علي,كمارا,"","","",
1417,علي,مبصر,"","","",
1418,علي,محمد,أبوبكر,"","",
1419,علي,محمد,أحمد,الصديق,"",
1420,علي,محمد,سعيد,الصائغ,"",
1421,علي,محمد,قمر,"","",
1422,علي,محمد,منشاي,آدم,"",
1423,علي,محمود,طلفاح,"","",
1424,علي,محمود,عبود,"","",
1425,علي,مزيد,"","","",
1426,علي,مسهاز,مهوما,"","",
1427,علي,موجة,أحمد,"","",
1428,علي,يعقوب,"","","",
1429,علي,يوسف,أبو بكر,"","",
1430,علي,يئ,مان,"","",
1431,عماد الدين,الخير,محمد أحمد,بلة,"",
1432,عماد,العوض,الصديق,الطريفي,"",
1433,عماد,عوض,زرق الله,شاهين,"",
1434,عمر,أحمد,أبو الفتح,"","",
1435,عمر,أحمد,محمود,آدم,"",
1436,عمر,آدم,محمد,"","",
1437,عمر,إسحاق,محمد,الأمين,"",
1438,عمر,المعروف,علي,"","",
1439,عمر,جيدي,وايري,"","",
1440,عمر,حسب الرسول,عثمان محمد,طه,"",
1441,عمر,حسن,خليل,حسن,"",
1442,عمر,سالم,شمتي,"","",
1443,عمر,سليمان,عيسي,"","",
1444,عمر,سليمان,محمد,"","",
1445,عمر,صابر,حسين,"","",
1446,عمر,عبد الله,الشريف,"","",
1447,عمر,عبد الله,عمر,آدم,"",
1448,عمر,علي,عبد العزيز,"","",
1449,عمر,محمد,صالح,بابكر,"",
1450,عمر,محمد,نصراوا,"","",
1451,عمر,مديحي,"","","",
1452,عمر,مصطفي,عبد الله,بساطى,"",
1453,عمر,يوسف,العوض,"","",
1454,عمر,يوسف,بابكر,رحمة,"",
1455,عمران,سعيد,محمود,"","",
1456,عمران,ميغا,"","","",
1457,عواطف,إبراهيم,عبد الله,الحاج,"",
1458,عواطف,بشارة,إبراهيم,عامر,"",
1459,عواطف,حسن,علي,"","",
1460,عواطف,خضر,إبن عوف,"","",
1461,عواطف,محمد,دياب,"","",
1462,عوض,إبراهيم,عوض,"","",
1463,عوض,أحمد,أدروب,"","",
1464,عوض,آدم,عبد الله,"","",
1465,عوض الكريم,عوض الله,"","","",
1466,عوضية,سلمان,محمد,عبد الحميد,"",
1467,عومارا,تراوري,"","","",
1468,عيد,اللاسي,ليلا,"","",
1469,عيدي,معلم,محمد,"","",
1470,عيسى,اسماعيل,محمد,عاجب,"",
1471,عيسى,يوف,رحمة الله,"","",
1472,عيسي,إسحاق,سنكري,"","",
1473,عيسي,حسن,أبتدون,"","",
1474,عيسي,دياموتيني,"","","",
1475,عيسي,رضوان,خميس,"","",
1476,عيسي,فارح,نور,"","",
1477,عين,المهر,أحمد,عباس,"",
1478,غادة,محمد,أحمد,حمدي,"",
1479,غادة,محمد,حامد,عبد الله,"",
1480,غازي,الصديق,"","","",
1481,غفران,زين,العابدين,"","",
1482,غنصوري,بوكاري,"","","",
1483,غنمي,عمرو,"","","",
1484,غهيت,يوسف,"","","",
1485,غور,إنجاى,"","","",
1486,فادية,محمد,أبو صالح,"","",
1487,فاديغا,كريم,"","","",
1488,فاروق,آدم,عثمان,"","",
1489,فاروق,خلف,حمودي,"","",
1490,فاروق,كاسيسي,"","","",
1491,فاروق,محمد,أول,طنجوما,"",
1492,فاضل,محمد,عبد الله,ناجى,"",
1493,فاطمة,إبراهيم,آدم,"","",
1494,فاطمة,أحمد,محمد,إبراهيم,"",
1495,فاطمة,إدريس,بابكر,إدريس,"",
1496,فاطمة,آدم,أحمد,"","",
1497,فاطمة,الجيلاني,السيد,"","",
1498,فاطمة,الزهراء,عثمان,عبد الرحمن,"",
1499,فاطمة,النور,محمد,"","",
1500,فاطمة,بشير,وداعة,موسي,"",
1501,فاطمة,جعفر,مدني,"","",
1502,فاطمة,حسن,محمد,عثمان,"",
1503,فاطمة,حسين,عبد المولى,"","",
1504,فاطمة,زهراء,بستسلم,"","",
1505,فاطمة,سليمان,عثمان,"","",
1506,فاطمة,علي,حسن,ورسة,"",
1507,فاطمة,عمر,أوشيك,"","",
1508,فاطمة,عمر,مصطفي,موسي,"",
1509,فاطمة,محمد,أحمد,ضو البيت,"",
1510,فاطمة,محمد,بيلو,"","",
1511,فاطمة,محمد,صالح,عبد الغني,"",
1512,فاطمة,محمد,عبادي,"","",
1513,فاطمة,محمود,بركة,آدم,"",
1514,فاطمة,محمود,عبد القادر,"","",
1515,فاطمة,مصطفي,صالح,"","",
1516,فاطمة,مصطفي,عصملي,"","",
1517,فاطمة,مصطفي,علي,"","",
1518,فاطمة,يونس,فضل,موسى,"",
1519,فايزة,احمد,محمد,دفع الله,"",
1520,فائزة,الصديق,محمد,إبراهيم,"",
1521,فائزة,الناقي,آدم,عبد الرحمن,"",
1522,فائزة,بابكر,على,أحمد,"",
1523,فائزة,محمد,يعقوب,موسى,"",
1524,فتح الرحمن,أحمد,محمد,"","",
1525,فتح الرحمن,الامام,يعقوب,بشير,"",
1526,فتح الرحمن,العبد مكي,"","","",
1527,فتح الرحمن,رضوان,يعقوب,"","",
1528,فتح الرحمن,عبد الله,محمد,"","",
1529,فتح العلوم,محمد,بصري,الأندونيسي,"",
1530,فتحي,يوسف,لواتي,لوبا,"",
1531,فتحية,إبراهيم,عبد الله,"","",
1532,فتحية,الزاكي,داوود,"","",
1533,فتحية,الطاهر,عبد الصمد,"","",
1534,فتحية,عبد الله,محمد,خريف,"",
1535,فتحية,محمد,أحمد,إسماعيل,"",
1536,فجرية,بنت,انصاري,"","",
1537,فخر,الرازي,قاسم,"","",
1538,فخري,الرازي,"","","",
1539,فرانسواز,ريفال,"","","",
1540,فرانسواز,فيليت,"","","",
1541,فردريك,جابر,سعيد,"","",
1542,فريال,إبراهيم,المصطفى,"","",
1543,فضل,السيد,محمد,الريح,"",
1544,فضل,المولى,على,الحبيب,"",
1545,فضل,الهادي,قاسم,الباكستاني,"",
1546,فضل,محمد,حواصي,خان,"",
1547,فضل,محمد,فضل,"","",
1548,فضيلة,محمد,عمر,على,"",
1549,فطريانا,رشاي,علي,أحمد,"",
1550,فطرية,فجرنا,"","","",
1551,فلوريان,ليلي,"","","",
1552,فهد,اسماعيل,محمود,"","",
1553,فؤاد,صراط,شريف,"","",
1554,فؤاد,محمود,محمد,رواش,"",
1555,فوجي,أسوتي,"","","",
1556,فوزي,صالح,"","","",
1557,فوزي,عودة,أحمد,مرسي,"",
1558,فوزي,محمد,بارو,"","",
1559,فوزية,أيمان,أحمد,"","",
1560,فوزية,محمد,طه,"","",
1561,فوهاى,هان,"","","",
1562,فيصل,أحمد,سعد,"","",
1563,فيصل,الشيخ,العوض,"","",
1564,فيصل,داوود,سليمان,النعيمي,"",
1565,فيصل,هيندرا,عبد الرحمن,"","",
1566,فيصل,يوسف,حسب الله,"","",
1567,قاسم,جمال,شقا حميد,كببتو,"",
1568,قاسم,موسي,الحسن,"","",
1569,قلضي,فضل الناهي,كشميري,باكستاني,"",
1570,قمر الدين,الشيخ,الصديق,محمد,"",
1571,قناعتوف,جمشيد,"","","",
1572,قيس,الفاروقي,"","","",
1573,قيس,عبد الله,إبراهيم,الحاج,"",
1574,كارمبا,جاساما,"","","",
1575,كاك,لانكي,كاك,"","",
1576,كان,عبد الله,محمود,العامري,"",
1577,كباشى,أحمد,إبراهيم,"","",
1578,كبير,محمد,كوفا,"","",
1579,كبيرو,كيباتو,إوللى,"","",
1580,كرار,إبراهيم,محمد,كرار,"",
1581,كريم,كاظم,حمد,"","",
1582,كريمة,زكريا,آدم,بشرى,"",
1583,كشف,النظير,رشيد,"","",
1584,كلام,ستيا,"","","",
1585,كمارا,عبد الله,"","","",
1586,كمارا,عمر,بشير,"","",
1587,كماغائي,صالح,"","","",
1588,كمال,أحمد,إسماعيل,كرم الدين,"",
1589,كمال الدين,إبراهيم,محمد,دفع الله,"",
1590,كمال الدين,بن كاكان,عبد الله,"","",
1591,كمال الدين,عجيب,عبد الله,"","",
1592,كمال,سعدان,التوم,مسعود,"",
1593,كمال,محمد,عثمان,أحمد,"",
1594,كواندا,أبو بكر,"","","",
1595,كوباتي,دريسا,"","","",
1596,كوثر,اصيل,احمد,"","",
1597,كوثر,أفضل,إسماعيل,"","",
1598,كور,داو,صنوير,"","",
1599,كوسي,أندرو,واني,"","",
1600,كوكب,صالح,بشارة,السيد,"",
1601,كومبا,سري,حمدو,"","",
1602,كيبا,لاندنج,جان,"","",
1603,كيم,جونغ,دو,موسي,"",
1604,كيم,كوانق,أو,"","",
1605,ل,"",أحمد,بشيري,"",
1606,لالو,أغوس,فوجيارتا,"","",
1607,لبابة,عبد الله,محمد الطيب,عبد الله,"",
1608,لبنى,عبد العزيز,حسين,كردي,"",
1609,لبي,محمد,رياس,"","",
1610,لسيسي,بصير,"","","",
1611,لعقد,محمد,على,"","",
1612,لغمان,نور,عبد الله,الفلبيني,"",
1613,لمياء,سليمان,عبد المولى,"","",
1614,لوسيان,برانجي,"","","",
1615,لونج,يالينج,الصينية,"","",
1616,لي,ابيدتي,نيج,"","",
1617,لي,تسن,جنغ,"","",
1618,لي,جنق,"","","",
1619,لي,سي,جيا,"",إحسان,
1620,لي,هي,كيونغ,"","",
1621,ليزاهنيم,غزلي,"","","",
1622,ليلى,أحمد,الدرزي,"","",
1623,ليلى,رجب,بكر,"","",
1624,ليلى,عبد الرؤوف,سليم,فروانة,"",
1625,ليلي,أحمد,طه,إبراهيم,"",
1626,ليلي,بشير,جميل,"","",
1627,ليلي,حسن,اليمني,"","",
1628,ليلي,حمد,جمعه,حمد,"",
1629,ليلي,خليل,محمد,"","",
1630,ليلي,عبد الرحمن,محجوب,"","",
1631,ليلي,عوض الكريم,محمد,الحاج,"",
1632,ليلي,عوض,عثمان,محمد,"",
1633,ليلي,محمد,سعيد,"","",
1634,ليليانا,بيتر,بوبونييتش,"","",
1635,ليمياء,عبد الحميد,"","","",
1636,لينانغ,روي,"","","",
1637,ليو,جينغ,يوان,"","",
1638,لئي,محمد,رحيمي,يوسف,"",
1639,ما,جينق,"","","",
1640,ما,شيشنغ,"","","",
1641,ماء العينين,عبد القادر,"","","",
1642,ماتشيان,"","","","",
1643,ماجدة,برعي,بابكر,التوم,"",
1644,ماجدة,مبارك,حاج,الشيخ,"",
1645,ماجدة,محمد,حمدون,محمد,"",
1646,ماجين,لونق,"","","",
1647,ماجين,ليانغ,"","","",
1648,ماريا,أحمد,دفع الله,البشير,"",
1649,ماريا,الطاهر,عثمان,"","",
1650,ماريا,علي,أحمد,"","",
1651,ماريا,نومنيث,دوبيو,"","",
1652,ماريالو,موئيث,"","","",
1653,ماشان,"","","","",
1654,ماشيلومينغ,"","","","",
1655,مالم,صالح,كمريا,"","",
1656,مامادمو,ساكو,"","","",
1657,مامت,يوسف,إبراهيم,"","",
1658,مأمن,عبد الرحمن,"","","",
1659,مأمون,التجاني,حسن,الدالي,"",
1660,مامون,محمد,الشريف,"","",
1661,مانوساك,توتيان,"","","",
1662,ماودو,مالك,سيلا,"","",
1663,مايان,"","","","",
1664,ماياو,تشينق,الصيني,"","",
1665,مايوان,هونغ,"","","",
1666,مبارك,حسين,نجم الدين,"","",
1667,مبارك,خميس,ويسور,"","",
1668,مبارك,عبد الوهاب,حسن,"","",
1669,مبارك,محمد,أحمد,الحسن,"",
1670,مبورالي,كامي,مبورماوي,"","",
1671,مجاهد,عبد العزيز,الشناوي,"","",
1672,مجتبي,عبد الله,"","","",
1673,مجدي,إبراهيم,آدم,"","",
1674,مجوك,الجاك,مجوك,"","",
1675,مجيد,إبراهيم,محمد,زاريا,مثطو,
1676,محاسن,أحمد,المصطفي,النور,"",
1677,محاسن,أحمد,محمد,البدري,"",
1678,محاسن,الوكيل,علي,"","",
1679,محاسن,جيلاني,السيد,"","",
1680,محاسن,عبد الله,بركية,حسين,"",
1681,محاسن,محمد,الفحل,محمد,"",
1682,محاضير,فينى,بانجو,"","",
1683,محجوب,الحسن,إبراهيم,أحمد,"",
1684,محجوب,بخيت,محجوب,"","",
1685,محجوب,صالح,محمد,عبيد,"",
1686,محسن,محمد,يحيي,العرشاني,"",
1687,محفوظ,بن سالم,بن خميس,ال كموجا,"",
1688,محفوظ,صالح,محفوظ,"","",
1689,محمد,إبراهيم,أحمد,عبد الرحمن,"",
1690,محمد,إبراهيم,دهب,"","",
1691,محمد,إبراهيم,عبد القادر,"","",
1692,محمد,إبراهيم,عبد الله,الشيخ,"",
1693,محمد,أبوبكر,نوح,"","",
1694,محمد,أحمد,الحسن,محمد أحمد,"",
1695,محمد,أحمد,الدود,عثمان,"",
1696,محمد,أحمد,حسين,ضيف الله,"",
1697,محمد,أحمد,حمد,أحمد,"",
1698,محمد,أحمد,عمايرة,"","",
1699,محمد,أحمد,كادي,"","",
1700,محمد,أحمد,مبارك,الروسان,"",
1701,محمد,أدروب,أوهاج,"","",
1702,محمد,إدريس,حسن,"","",
1703,محمد,آدم,إبراهيم,"","",
1704,محمد,آدم,حامد,"","",
1705,محمد,أدم,حميدان,أبرص,"",
1706,محمد,آدم,عبد المطلب,"","",
1707,محمد,آدم,مقدم,"","",
1708,محمد,الأمين,إبراهيم,إسحاق,"",
1709,محمد,الأمين,أحمد,الكميروني,"",
1710,محمد,الأمين,عبد الرحمن,العركي,"",
1711,محمد,الثاني,أبوبكر,ننتشي,"",
1712,محمد,الثاني,إدريس,بابا,"",
1713,محمد,الثاني,عمر,غسو,"",
1714,محمد,الجزولي,حسن محمد أحمد,سنهوري,"",
1715,محمد,الحسن,مختار,بلال,"",
1716,محمد,السر,محمد,علي,"",
1717,محمد,الشفيع,عبد الله,"","",
1718,محمد,الطيب,عبد الله,إبراهيم الفكي,"",
1719,محمد,الطيب,عبد الله,الصديق,"",
1720,محمد,الطيب,عبد الله,محمد حسين,"",
1721,محمد,العاشر,أول,"","",
1722,محمد,الغالي,خليل,يوسف محمد,"",
1723,محمد,الفاتح,فضل الله,"","",
1724,محمد,المنير,جبريل,"","",
1725,محمد,النور,عبدالباقي,محمد النور,"",
1726,محمد,إمام,مختار,غزالي,"",
1727,محمد,أمان,مصطفي,"","",
1728,محمد,أمين,آدم,"","",
1729,محمد,أمين,بن أبا,"","",
1730,محمد,أمين,عبد الغني,أمين,"",
1731,محمد,أنسا,عناند,الو,"",
1732,محمد,انصاف,محمد,غوث,"",
1733,محمد,أهدى,عرفات,"","",
1734,محمد,أوسينج,والينج,"","",
1735,محمد,بختيار,شمس الدين,"","",
1736,محمد,بدر السلام,أحمد,"","",
1737,محمد,بريادي,"","","",
1738,محمد,بشير,النوراني,"","",
1739,محمد,بن حامدينو,"","","",
1740,محمد,بودوبس,"","","",
1741,محمد,توفيق,الأزهر,"","",
1742,محمد,توم,عبد الله,عبد الصادق,"",
1743,محمد,ثاني,هارون,"","",
1744,محمد,ثاني,يوسف,عثمان,"",
1745,محمد,جابي,"","","",
1746,محمد,جاسم,محمد,راضي,"",
1747,محمد,جرير,بن نوح,"","",
1748,محمد,جوبتي,بن محمد,صالح,"",
1749,محمد,جوف,"","","",
1750,محمد,جيلاني,محمد,مسني,"",
1751,محمد,حاج,حسن,"","",
1752,محمد,حاج,محمد,مباما,"",
1753,محمد,حازم,علواني,"","",
1754,محمد,حامد,سليمان,"","",
1755,محمد,حسن,أبراري,"","",
1756,محمد,حسن,أحمد,الفكي علي,"",
1757,محمد,حسن,الرشيد,إبراهيم,"",
1758,محمد,حسن,كرشي,"","",
1759,محمد,حسن,محمد,حسن عمر,"",
1760,محمد,حسن,موسى,"","",
1761,محمد,حسن,نور,معلم,"",
1762,محمد,حسن,هيابو,"","",
1763,محمد,حسين,أحمد,الخلف,"",
1764,محمد,حسين,أونور,أبكراي,"",
1765,محمد,حسين,حميدو,"","",
1766,محمد,حسين,فضل,آدم,"",
1767,محمد,حسين,محمد,فاروق,"",
1768,محمد,حمدي,محمد,"","",
1769,محمد,حنيفة,محمد,أزهر,"",
1770,محمد,حيدر,عزمي,"","",
1771,محمد,خالد,مشتاق,أحمد,"",
1772,محمد,خليل,إبراهيم,موسي,"",
1773,محمد,خليل,أحمد,عبيد,"",
1774,محمد,خير,البشير,حسن إمام,"",
1775,محمد,خيري,محمد,"","",
1776,محمد,داود,محمد,"","",
1777,محمد,ذاكر,حسن,سقاف,"",
1778,محمد,ذهني,بوريشوتش,"","",
1779,محمد,رضي,بن محمد,صالح,"",
1780,محمد,رفيق,سعيد,الأمين,"",
1781,محمد,ريزا,عفوي,"","",
1782,محمد,زايد,بركة,"","",
1783,محمد,زهري,"","","",
1784,محمد,زين,العابدين,مادبو,"",
1785,محمد,زين,نور,حسين,"",
1786,محمد,ساكي,جي,في,"",
1787,محمد,سالم,سليمان,"","",
1788,محمد,سعودي,عثمان,"","",
1789,محمد,سعيد,منصور,"","",
1790,محمد,سلطان,محمد,"","",
1791,محمد,سيد أحمد,عثمان,الكلس,"",
1792,محمد,سيكو,تراوري,"","",
1793,محمد,شبلي,محمود,"","",
1794,محمد,شرف الدين,دياب,"","",
1795,محمد,شريف,داجواي,"","",
1796,محمد,شفيع,عبد الله,"","",
1797,محمد,شكري,ساطا,"","",
1798,محمد,شكري,عبد الرحمن,"","",
1799,محمد,صابر,موسي,"","",
1800,محمد,صالح,عبد الله,علي,"",
1801,محمد,صالح,كمارا,"","",
1802,محمد,صنكدر,جبارة,"","",
1803,محمد,صوناتج,سيريغار,"","",
1804,محمد,ضيفي,شودري,الباكستاني,"",
1805,محمد,طالب,أبو دلو,"","",
1806,محمد,عارفين,"","","",
1807,محمد,عبد الحليم,وداعة الله,"","",
1808,محمد,عبد الخالق,الزبيري,"","",
1809,محمد,عبد الخالق,حسن,القدسي,"",
1810,محمد,عبد الخالق,محمد,"","",
1811,محمد,عبد الرحمن,علي,محمد,"",
1812,محمد,عبد الرحيم,"","","",
1813,محمد,عبد الرحيم,الزاكي,"","",
1814,محمد,عبد القادر,عمر,محمد,"",
1815,محمد,عبد الله,أحمد,"","",
1816,محمد,عبد الله,ادريس,آدم,"",
1817,محمد,عبد الله,بشارة,"","",
1818,محمد,عبد الله,زايد,"","",
1819,محمد,عبد الله,عبد السلام,"","",
1820,محمد,عبد الله,محمد,حسين,"",
1821,محمد,عبد الله,محمد,عبد القادر,"",
1822,محمد,عبد الله,يحيى,"","",
1823,محمد,عبد الماجد,أحمد,"","",
1824,محمد,عبد المنعم,سليمان,"","",
1825,محمد,عبد النور,محمد,"","",
1826,محمد,عبد الودود,جاه,"","",
1827,محمد,عبده,أحمد,"","",
1828,محمد,عثمان,العاقب,"","",
1829,محمد,عثمان,دفع الله,"","",
1830,محمد,عثمان,صالح,"","",
1831,محمد,عثمان,ميرغني,سعد,"",
1832,محمد,عرب,أحمد,طه,"",
1833,محمد,عرفان,عبد الغفور,"","",
1834,محمد,عرفان,نير,محمد,"",
1835,محمد,عسيلي,محمود,"","",
1836,محمد,عطية,إبراهيم,"","",
1837,محمد,عفيف الدين,دمياطي,"","",
1838,محمد,عفيف الله,رفاعي,"","",
1839,محمد,علم الدين,معروف,أحمد,"",
1840,محمد,علي,إبراهيم,جمعه,"",
1841,محمد,علي,أحمد,عمر,"",
1842,محمد,علي,أحمد محمد,سعيد,"",
1843,محمد,علي,إدريس,"","",
1844,محمد,علي,آدم,"","",
1845,محمد,علي,الكامل,"","",
1846,محمد,علي,زمراني,"","",
1847,محمد,علي,عبد الحليم,"","",
1848,محمد,علي,عمر,شيدو,"",
1849,محمد,علي,عيسى,علي,"",
1850,محمد,علي,محمود,"","",
1851,محمد,عماد الدين,محمد,فوزي,"",
1852,محمد,عمر,انداغي,"","",
1853,محمد,عمر,طلحة,"","",
1854,محمد,غزالي,غاني,"","",
1855,محمد,فاروق,الإسامى,الندوي,"",
1856,محمد,فخري,رضا,الإندونيسي,"",
1857,محمد,فضلان,كردي,"","",
1858,محمد,قاسم,مختار,"","",
1859,محمد,كرم,يوسف,معروف,"",
1860,محمد,كمال,آدم,النحوي,"",
1861,محمد,كمال,عبد الحكيم,"","",
1862,محمد,لغمان,سمو,"","",
1863,محمد,لمن,جوب,"","",
1864,محمد,ماجد,الحاج,"","",
1865,محمد,مباي,أحمد,جمادي,"",
1866,محمد,مثنى,الخيراني,"","",
1867,محمد,مثنى,حسين,سعيدي,"",
1868,محمد,محمد,الحسن,دومي,"",
