صعوبات تعليم وتعلم اللغة العربية بمدارس التداخل اللغوي بمدينة الدمازين,عبد النبي محمد الفكي,1324
اللهجات العربية في القراءات القرآنية في ضوء علم اللغة الحديث,عبد النور محمد الماحي,1325
أهمية تصميم الدروس وفق أسلوب النظم في نجاح العملية التعليمية التعلمية بمرحلة الأساس : دراسة تطبيقية على محلية كرري ولاية الخرطوم,عبد الهادي إبراهيم الضي,1326
تحليل وتقويم مقرر اللغة العربية لبرنامج الأيسيسكو في تدريب المعلمين أثناء الخدمة (تجربة تشاد),عبد الهادي أحمد عبد الكريم,1327
مشكلات التداخل اللغوي في تعليم وتعلم اللغة العربية بمنطقة الرنك - مدارس الرنك - مرحلة الأساس,عبد الهادي حسن تنجة,1328
الإتجاهات النفسية لطلبة وطالبات المدارس الثانوية الحكومية التشادية نحو اللغة العربية,عبد الواحد الجابر محمد جبريل,1329
وحدة تعريفية عن مدينة الخرطوم للمبتدئين في تعليم اللغة العربية ( المستوي المتوسط ),عبد الواحد حسن أحمد التوم,1330
الصعوبات اللغوية التي تواجه متعلمي اللغة العربية للناطقين بغيرها بمعهد الخرطوم الدولي للغة العربية,عبد الواحد موسى محمد عبد الواحد,1331
الواو وتدريسها للناطقين بغير العربية من خلال العشر الثاني من القرآن الكريم,عبد الوهاب الفاضل عبد الله حسين,1332
منهج ومادة مقترحة لتعليم العربية في المعاهد الدينية الحكومية في ماليزيا لمستوي المتوسطين,عبد الوهاب بن جمال الدين,1333
أثر تعدد المناهج الدراسية علي شخصية الطالب في المدارس الثانوية العربية الأهلية في كينيا,عبد الوهاب عبده أحمد,1334
تقويم مقرر تعليم اللغة العربية في الصفين الخامس والسادس بالمرحلة الابتدائية بدولة زنجبار,عبد مولد فدية,1335
أثر اللغة العربية على لغة المساليت : على مستوى الفعل,عبده آدم احمد سليمان,1336
تصميم منهج لتدريس الأدب العربي للطلاب غير الناطقين بالعربية بجامعة جزر القمر (الفرقة الأولى),عبده بوانا عبد الله,1337
دور الحلقات العلمية في نشر اللغة العربية في إثيوبيا,عبده محمد خيري,1338
وضعية تعليم اللغة العربية في المدارس الثانوية العربية الفرنسية الحكومية في النيجر : دراسة وصفية تحليلية,عبده محمد هادي,1339
أدوات النفي : دراسة تقابلية في اللغتين العربية والإنجليزية,عبدون محمد عثمان,1340
الخصائص العمرية وعلاقتها بتعليم اللغة العربية للناطقين بغيرها,عبير أحمد يحيى محمد أحمد,1341
النسب في اللغة العربية وطريقة تدريسه لغير الناطقين بها,عثمان إبراهيم محمد,1342
بنية الجملة في الإعلان الصحفي في صحيفتي الصحافة والأيام السودانيتين,عثمان إبراهيم محمد,1342
الصعوبات الصوتية التى تواجه الهوسوي في تعليم اللغة العربية,عثمان إبراهيم موسى,1343
الأمثال في لغة الهوسا واللغة العربية ، الإختلاف والإتفاق والتشابه : دراسة دلالية إجتماعية,عثمان أبو بكر طندغو,1344
عامية الحاردلو في قصيدته النشوق مسدار الصيد ومدي إرتباطها باللغة العربية الفصيحة,عثمان أحمد كسر إبراهيم,1345
القاموس اللغوي عند الهمباتة بين العامية والفصيحة : دراسة لغوية وصوتية مقارنة,عثمان أحمد كسر إبراهيم,1345
تعليم الجملة العربية للناطقين باللغة الفرنسية عن طريق المذياع,عثمان الصادق,1346
إستخدام اللغة العربية الفصحى في تدريس المواد الدراسية وأثره في تنمية قدرات التلاميذ اللغوية : دراسة تطبيقية بمنطقة كسلا (مدارس الحلنقة),عثمان أوهاج سليمان,1347
منهج مقترح لاعداد وتدريب معملي اللغة في المدارس الثانوية العربية الاسلامية في مالي,عثمان بغايوكو,1348
أسباب ضعف التعبير الكتابي لدى طلبة مركز تعليم اللغة بجامعة جالا الإسلامية,عثمان تشئ سمي,1349
تدريس ظاهرة الإشتقاق في اللغة العربية,عثمان حسن وقيع الله,1350
مشروع المعجم المساعد لتعليم اللغة العربية في الصومال عربي - صومالي,عثمان ديرية مجن,1351
تأليف نصوص عربية للطلبة الصوماليين الكبار المتوسطي المستوي,عثمان ديرية مجن,1351
تعليم اللغة العربية للأغراض الخاصة - تأليف وحدة دراسية نموذجية للقانونيين من غير العرب,عثمان سليمان فضل الله,1352
مشكلة التعيبر الشفهي عند التلميذ البجاوي : دراسة وصفية تحليلية,عثمان طاهر عثمان,1353
تدريس الأدب العباسي في المدارس الصومالية في إطار تعريب المناهج,عثمان عبد الله روبلي,1354
تدريس النصوص الأدبية في برامج تعليم اللغة العربية للأجانب علي ضو الدراسات التربوية واللغوية الحديثة,عثمان عبد الله روبلي,1354
كتابة لغة الولف بالحرف العربي,عثمان عمر أنجاي,1355
الصعوبات اللغوية التي تواجهه متعلمي اللغة العربية بالمدارس الثانوية في غينيا,عثمان كوناكي,1356
برنامج مقترح لتنمية الكفايات اللغوية لمعلمي اللغة العربية للناطقين بغيرها,عثمان لوان بابا,1357
الأداء اللغوي في مدارس النازحين بولاية الخرطوم,عثمان محمد عثمان,1358
وضع وحدة دراسية لتعليم اللغة العربية للإرتريين,عثمان محمد فورليكيا,1359
الألفاظ المشتركة بين اللغة العربية ولغة التقري والمستعارة من اللغة العربية إلى لغة التقري,عثمان محمد نور كيكيا,1360
تطوير تعليم اللغة العربية في المركز الثقافي الإسلامي في بوجمبوري - بورندي,عثمان موريشو,1361
منهج اللغة العربية للمرحلة الإعدادية العربية الفرنسية الحكومية في النيجر : دراسة وصفية تحليلية,عثمان موسى عثمان,1362
مشروع معجم عربي – ملاوي في المصطلحات الدبلوماسية والسياسة الدولية,عدنانج عاوي بسا,1363
لغة الصحافة السودانية وارثرها على استخدام اللغة العربية الفصحى (صحيفة المهجر السياسي انموذجا ),عرفات الصادق محمد على,1364
درجة الاستيعاب القرائي لدى الطلاب الوافدين لتعلم اللغة العربية للناطقين بغيرها بمعهد الخرطوم الدولي للغة العربية,عرفة أبكر محمد آدم,1365
التوسع في المعنى وتدريسه للناطقين بغير العربية,عرفة آدم جبارة آدم,1366
المشكلات اللغوية للدارسين الناطقين بغير العربية في معهد الخرطوم الدولي للغة العربية,عرفة محمد محمد خير,1367
فصول الإعراب بالنيابة في النحو العربي,عرفة يوسف بابكر,1368
القراءات المتواترة في الجزء الأخير من القرآن الكريم وتوجيهها,عز الدين بابكر محمد,1369
تقويم كتاب اللغة العربية للجامعة الإسلامية الحكومية سونان عونونج جاتي باندوينج - إندونيسيا,عز الدين مصطفي سانديم,1370
أخطاء في لغة التلاميذ الفصحي بمنطقة كرمة البلد وتحليليها,عز الدين وظيف علي,1371
إسلوب الحذف في القصة القرآنية وتدريسه للناطقين بغيرها,عزالدين محمد محمد أدم,1372
دراسة تقابلية بين العربية واللغة السندية,عزيز الله البتي,1373
الفرق بين الترجمة كطريقة تدريس والترجمة كمادة دراسية,عزيز فخر الزازي,1374
الصعوبات الصوتبة لتلاميذ التداخل اللغوي بولاية القضارف مرحلة الأساس (الحلقة الأولي),عزيزة النور محمد سليمان,1375
القرآن الكريم - سلوك لغوي وتربوي,عصام الدين دفع الله محمد,1376
دراسة وصفية تحليلية للأهداف السلوكية : دراسة تطبيقية على مقرر المطالعة والأدب للصف الأول الثانويى بالمدارس السودانية,عصام الدين عبد الله محمد,1377
مفهوم الجملة عند النحويين القدامي وعلماء اللسانيات,عصام بابكر أحمد تميم,1378
دراسة تحليلية تقويمية لكتاب الأساسي في تعليم اللغة العربية لغير الناطقين بها ج2,عصام عبد الرحمن محمد أحمد,1379
كتابة لغة الزغاوة بالحرف العربي,عصام عبد الله علي,1380
المجاز في اللغة العربية أنواعه وأساليبه,عطية سليمان الأمين,1381
تعليم اللغةالعربية لغير الناطقين بها بإستخدام دراما التلفزيون,عفاف الصادق حمد النيل,1382
التراث الشعبي ودلالاته اللغوية والاجتماعية - الأغاني الشعبية لقبيلة كادقلي انموذجا - ولاية جنوب كردفان - جبال النوبة,عفاف بابوكوة عطية,1383
التدريبات اللغوية النحوية في برنامج تعليم اللغة العربية للناطقين بلغات أخرى الكتابان الخامس والسادس من سلسلة العربية للناشئين نموذجاً : دراسة وصفية تحليلية,عفاف جمعة علي بشير,1384
المحتوي اللغوي ومعايير إختياره في المادة التعليمية لمستوي المبتدئين الناطقين بغير العربية,عفاف حسن عبد الكريم,1385
دراسة وصفية تحليلية لمستوي اللغة العربية لدي طلاب مرحلة الأساس,عفاف محمد سليمان سعد,1386
دراسة تقويمية لكتاب الغذاء والصحة في الفنون التطبيقية للصف السابع بمرحلة التعليم الأساس,عفاف محمد عبد القادر شرف الدين,1387
إعداد وحدة تعليمية بواسطة التلفزيون للمبتدئين الكبار الأجانب - الخرطوم,علوية أحمد أبو بكر,1388
أدوات العطف وتدريسها للناطقين بغير العربية بالتطبيق على العشر الأخير من القرآن الكريم,على إبراهيم إدريس محمد,1389
المعجم الوسيط (عربي - هوسا) ترجمة معاني مادة حروف، الصاد، الطاء، الميم، الهاء، الواو، والياء,على زاهر الدين يوسف,1390
دراسة تقابلية بين اللغة الجاوية واللغة العربية على مستوى الجملة,على سبحان صالح,1391
الأصوات العربية المهموسة وتعليمها للناطقين بغير العربية,على عبد الرحمن على عبد الرحمن,1392
برنامج مقترح لتعليم اللغة العربية للمدارس الثانوية العربية في كينيا ( الصف الأول نموذجا ),على عدو جبريل,1393
تحليل الاخطاء النطقية والاملائية في اللغة العربية لدى متكلمي لغة هوسا,على موسى يونس,1394
التذكيروالتانيث في اللغة العربية وتدريسه لغير الناطقين بها,علي إبراهيم أدم,1395
معجم آحادي اللغة لمتعلمي اللغة من غير الناطقين بها,علي إبراهيم محمد,1396
المقولات التربوية في التراث العربي وتوظيفها في تعليم اللغة العربية لغير الناطقين بها,علي إبرهيم علي,1397
تصميم منهج لمادة اللغة العربية لمبتدئي المستوي من غير الناطقين بها,علي أحمد البشير,1398
إستخدام منهج النشاط في تدريس اللغة العربية لغير الناطقين بها,علي أحمد البشير,1398
الجمل التي لها محل من الإعراب وتدريسها للناطقين بغير اللغة العربية,علي أحمد حامد أبو,1399
الإشراف التربوي والتوجيه الفني في المدارس العربية في سيراليون : دراسة وصفية تقويمية,علي الحاج عثمان نوري,1400
دراسة تقابلية بين اللغة العربية واللغة الإندونيسية علي مستوي العدد - المفرد - المثني - الجمع,علي الدين عبد الرشيد,1401
دراسة تقابلية بين اللغة العربية ولغة الفور علي المستوي (الصرف الأفعال),علي الزين عبد النور أحمد,1402
النبر في الأداء المصري المعاصر للغة العربية نثراً وشعراً : دراسة نظرية معملية,علي السيد علي يونس,1403
القياس والتقويم في مدارس جهاز التعليم الإرتري المرحلة المتوسطة,علي جامع زرؤوم,1404
دراسة تقابلية بين اللغة العربية ولغة الهوسا علي مستوي الظروف,علي جعفر غسو,1405
النفي والإستفهام في العربية والهوسا وتدريسهما للناطقين بالهوسا : دراسة تقابلية,علي جعفر غسو,1405
معجم عربي - تغالوغ ( ت - خ ),علي حاج موسي فينوتي,1406
بناء الجملة المركبة,علي حسن خواجة,1407
بناء الجملة البسيطة في لغة صحيفة فلسطين الثورة,علي حسن خواجة,1407
أسباب ضعف مهارة التعبير الشفهي في اللغة العربية لدى تلاميذ مدارس الجالية الاثيوبية بالسودان,علي حسين يمر إمام,1408
الخطاب الإعلامي في سورة الرحمن,علي خميس الشفيع شقة,1409
وضع تعليم اللغة العربية للناطقين بغيرها في مدرسة التهذيب الإسلامية في برجمبورا - بورندي : دراسة تحليلية تقويمية - المرحلة المتوسطة نموذجا,علي خميس صمبوي,1410
دراسة تقابلية بين اللغة العربية واللغة السواحلية علي المستوي النحوي,علي سيف سالم,1411
دراسة تقابلية بين اللغة العربية ولغة الأجانج والدرو بجنوب كردفان جبال النوبة علي مستوي تركيب الجملة,علي عبيد بريمة,1412
ألفاظ اللغة في لغة الأجانج في منطقة الكدرو بجنوب كردفان,علي عبيد بريمة,1412
أوضاع اللغة العربية في زنجبار,علي عمر مذي,1413
الألفاظ السواحيلية : أصولها العربية دلالاتها اللغوية والإجتماعية,علي عيدي سليمان,1414
ترجمة كتاب أساسيات النحو,علي كان أبوبكر,1415
منهج مقترح لتدريس اللغة العربية لأبناء البولار والسونتكي والولوف علي مستوي الصف الأول الإبتدائي بموريتانيا,علي كان أبوبكر,1415
دراسة تقابلية بين اللغة العربية ولغة السوسو على المستوى الصوتي,علي كمارا,1416
الألفاظ العربية المستخدمة في غزليات شاعر الأردية الفيلسوف : أسد الله غالب والإستفادة منها في تعليم اللغة العربية للكبار في باكستان,علي مبصر,1417
من أثر اللغة العربية في شعر إقبال بالأردية,علي مبصر,1417
برنامج مقترح للإشراف التربوي للمدارس الإسلامية العربية في كينيا,علي محمد أبوبكر,1418
إتجاهات البحث اللغوي بمعهد الخرطوم الدولي للغة العربية 1990 - 1999,علي محمد أحمد الصديق,1419
تجربة تعليم اللغة العربية بمدرسة الجالية اليمنية في أديس أبابا,علي محمد سعيد الصائغ,1420
مشكلات تعليم اللغة العربية في المدارس المتوسطة الحكومية في تشاد,علي محمد قمر,1421
المشكلات النحوية لدي تلاميذ مرحلة الأساس بمنطقة كسلا,علي محمد منشاي آدم,1422
دراسة تحليلية شفوية لمنهج اللغة العربية للمبتدئين الأجانب في الأردن,علي محمود طلفاح,1423
تعليم مهارة القراءة,علي محمود طلفاح,1423
إعداد وحدة لتعليم العربية لغير الناطقين بها للمبتدئين الكبار,علي محمود عبود,1424
دراسة تحليلية لمفردات الصحافة السودانية اليومية وعمل قائمة بأشيع مفرداتها وأبرز خصائصها,علي مزيد,1425
تدريس النحو العربي في المدارس الحكومية بجزر القمر : المرحلة المتوسطة,علي مسهاز مهوما,1426
دراسة تقابلية بين اللغة العربية والصومالية علي المستوي الصرفي,علي موجة أحمد,1427
مشكلات التعليم العربي الإسلامي في المدارس الثانوية الحكومية بالنيجر,علي يعقوب,1428
دراسة تقابلية بين اللغتين العربية والقرعانية علي المستوي الصوتي,علي يوسف أبو بكر,1429
معجم التعبيرات الإصطلاحية عربي - تايلاندي (ح – ر),علي يئ مان,1430
التربية العملية بمعهد الخرطوم الدولي للغة العربية بين الإعداد النظري والتطبيق العملي,عماد الدين الخير محمد أحمد بلة,1431
مقرر النحو العربي للمستوى الثاني في مناهج تعليم اللغة العربية بمعهد اللغة العربية بجامعة افريقيا العالمية : دراسة تقويمية,عماد العوض الصديق الطريفي,1432
الصعوبات اللغوية التى تواجه تعلم اللغة العربية لغير الناطقين بها بمرحلة الاساس ( محلية الجبلين - كنانة نموذجا ),عماد عوض زرق الله شاهين,1433
استخدام جهاز الحاسوب في تدريس مهارة الاستماع للناطقين بغير العربية في المدارس الثانوية في ولاية برنو بنيجريا,عمر أحمد أبو الفتح,1434
الأمثال الشعبية السوداني ودلالتها اللغوية والاجتماعية - ولاية شمال دارفور - محلية مليط انموذجا,عمر أحمد محمود آدم,1435
إعداد معلمي اللغة العربية في مرحلة الأساس بولاية زنفرا بنيجيريا,عمر آدم محمد,1436
دور اللغة الأولي في تعليم اللغة الثانية وفق نظريات الإكتساب اللغوي,عمر إسحاق محمد الأمين,1437
تعليم اللغة العربية لحفظة القرآن الكريم غير العرب : دراسة وصفية,عمر المعروف علي,1438
الكفايات التدريسية اللازمة لمدرسي اللغة العربية في المدارس العربية الأهلية (المرحلة الثانوية) بجيبوتي,عمر جيدي وايري,1439
"دراسة تحليلية تقويمية لكتاب الأدب والنصوص "" الفرقة الثالثة بالمدارس الثانوية السودانية """,عمر حسب الرسول عثمان محمد طه,1440
مشكلات التأنيث والتذكير لدى طلاب حلفا الجديدة بالمرحلة الثانوية ( الصف الأول نموذجاً ),عمر حسن خليل حسن,1441
دراسة تقابلية بين اللغة العربية واللغة السواحليةعلى مستوى الأصوات,عمر سالم شمتي,1442
منهج مقترح لتدريس اللغة العربية في المدارس المتوسطة العربية الفرنسية الحكومية بجمهورية النيجر,عمر سليمان عيسي,1443
دارسة تقابلية بين اللغة العربية واللهجة الدنقلاوية علي المستوي الصرفي,عمر سليمان محمد,1444
الأمثال في اللغة الأمهرية واللغة العربية (الإختلاف والإتفاق والتشابه ، دراسة دلالية وإجتماعية),عمر صابر حسين,1445
معجم أسماء الآلة في اللغة العربية حسب ورودها في معجم الوسيط اللاروسي,عمر عبد الله الشريف,1446
العلاقات اللغوية داخل الحقل الدلالي في اللغة العربية وأثرها في تعليمها للناطقين بغيرها,عمر عبد الله عمر آدم,1447
دراسة تقويمية لمنهج قواعد اللغة العربية الصف الأول الثانوي من وجهة نظر المعلمين والمعلمات بولاية البحر الأحمر ومحلية بورتسودان,عمر علي عبد العزيز,1448
المجاز المرسل وتدريسه للناطقين بغيرها,عمر محمد صالح بابكر,1449
تحليل الاخطاء النحوية في اللغة العربية لدى متكلم لغة الهوسا في الصف الثالث الثانوي في ولاية جغاوا شمال نيجيريا,عمر محمد نصراوا,1450
لعبة الدلالة في الخطاب السياسي : نموذج من صحيفتي الراية - الميدان,عمر مديحي,1451
مدخل نظري إلي المشكلة الإسلوبية في تعليم العربية للناطقين بغيرها,عمر مديحي,1451
دراسة تحليلية تقويمية لأسئلة المناقشة (والتدريبات اللغوية الواردة في كتاب المطالعة بالأدب للصف الثالث الثانوي بالسودان),عمر مصطفي عبد الله بساطى,1452
إتجاهات معلمي اللغة العربية بالمدارس الثانوية بولاية الخرطوم نحو الإشراف التربوي,عمر يوسف العوض,1453
تعليم اللغة العربية للناطقين بغيرها عن طريق الحديث النبوي الشريف : دروس تطبيقية على معهد اللغة العربية بجامعة افريقيا العالمية - المستوى المتوسط ),عمر يوسف بابكر رحمة,1454
دراسة تقابلية بين اللغة العربية واللغة الإنجليزية علي مستوي الجملة البسيطة,عمران سعيد محمود,1455
الصعوبات اللغوي التى تواجه التلاميذ في المدارس العربية الاسلامية بمرحلة الاساس في جمهورية مالي 2008 - 2011م,عمران ميغا,1456
التفكير اللساني في خصائص إيف جنى,عواطف إبراهيم عبد الله الحاج,1457
العوامل البيئية المؤثرة في تطور لغة الطفل : دراسة تطبيقية على أطفال محلية دار السلام,عواطف بشارة إبراهيم عامر,1458
النمو اللغوي لدى الطفل,عواطف حسن علي,1459
"أداة التعريف "" ال "" وتدريسها لغير الناطقين باللغة العربية",عواطف حسن علي,1459
دراسة تقابلية بين اللغة العربية ولهجة الشايقية علي مستوي الأصوات,عواطف خضر إبنعوف,1460
الخطاب الإداري في صحافة السودان ومصر وليبيا لعام 1982,عواطف محمد دياب,1461
الإشراف التعليمي في المرحلة الثانوية بالسودان,عواطف محمد دياب,1461
دور الإذاعة في نشر اللغة,عوض إبراهيم عوض,1462
الصعوبات الصوتية لتلاميذ التداخل اللغوي بريفي كسلا,عوض أحمد أدروب,1463
إستعمال الفعل في التعبير عن الزمن في اللغتين العربية والإنجليزية,عوض آدم عبد الله,1464
التناسب الصوتي والصرفي الدلالي في القرآن الكريم,عوض الكريم عوض الله,1465
إعداد نصوص للقراءة الموسعة من كتاب نساء حول الرسول صلى الله عليه وسلم للناطقين بغير العربية (المستوى المتقدم نموذجا),عوضية سلمان محمد عبد الحميد,1466
وضع تعليم اللغة العربية في المدارس العربية الإسلامية بجمهورية مالي,عومارا تراوري,1467
"معجم عربي - تايلاندي مساعد لمتعلمي اللغة العربية في تالايند "" و - ذ """,عيد اللاسي ليلا,1468
إستخدام الوسائل التعليمية في تعليم اللغة العربية في الصومال,عيدي معلم محمد,1469
التقنيات التربوية ودورها في تعليم اللغة العربية لغير الناطقين بها في الصومال,عيدي معلم محمد,1469
التراث الشعبي في شمال دارفور ودلالاته اللغوية والإجتماعية لدى قبيلة البزعة - الامثال انموذجا),عيسى اسماعيل محمد عاجب,1470
دخول اللغة العربية وعوامل إنتشارها في البلاد الناطقة بالفارسية,عيسى يوف رحمة الله,1471
استخدام أسلوب المدح والزم في اللغة العربية وتدريسه للناطقين بغيرها : دراسة تطبيقية علي كتاب العلم في صحيح البخاري,عيسي إسحاق سنكري,1472
الأفعال في اللغة العربية,عيسي حسن أبتدون,1473
الإضافة في اللغة العربية,عيسي حسن أبتدون,1473
إستخدام المفردات العربية في لغة ماندنكو في تأليف النصوص التعليمية,عيسي دياموتيني,1474
المشكلات العامة في تدريس اللغة العربية في تنزانيا,عيسي رضوان خميس,1475
الثقافة الإسلامية في الصومال كوسيلة لنشر اللغة العربية,عيسي فارح نور,1476
مشروع المعجم المساعد لمتعلمي اللغة العربية في إندونيسيا,عين المهر أحمد عباس,1477
الرسوم المتحركة وأثرها في إكتساب مهارة الكلام لطفل ما قبل المدرسة,غادة محمد أحمد حمدي,1478
مشكلات تدريس اللغة العربية - الصف الثامن مرحلة الأساس بمحلية زالنجي,غادة محمد حامد عبد الله,1479
فواصل الآية في القرآن الكريم : دراسة في فواصل سورة الكهف,غازي الصديق,1480
"معجم عربي - أتشي "" أ - ج """,غفران زين العابدين,1481
تقويم منهج اللغة العربية والفرنسية للمرحلة الإبتدائية 2004 - 2005 م في بوركينافاسو,غنصوري بوكاري,1482
مشاكل تعليم اللغة العربية في بوركينا فاسو,غنمي عمرو,1483
الدراسة التقابلية بين العربية والكيروندية علي المستوي الصوتي,غهيت يوسف,1484
"معجم عربي - فلاني حرف "" أ """,غور إنجاى,1485
القصص القرآني وتوظيفه في تعليم اللغة العربية للناطقين بغيرها (قصة سيدنا يوسف عليه السلام نموذجا),فادية محمد أبو صالح,1486
برنامج لتقوية منهج تعليم اللغة العربية في المدارس العربية الاسلامية في كوتديفوار - ساحل العاج - الصف الثامن,فاديغا كريم,1487
الصعوبات اللغوية التى تواجه متعلمي اللغة العربية الناطقين بلغة الهوسا,فاروق آدم عثمان,1488
دراسة مقطعية للغة العربية المعاصرة ممثلة في الصحافة العراقية,فاروق خلف حمودي,1489
دراسة تقابلية بين اللغة العربية ولغة الشونا على المستوى (الصوتي والدلالي),فاروق كاسيسي,1490
المعجم الوجيز عربي - هوسا ( الذال والراء ),فاروق محمد أول طنجوما,1491
المجمع السالم وتصحيح بعض مسائله,فاضل محمد عبد الله ناجى,1492
تصميم برنامج لتعليم اللغة العربية للناطقين بغيرها بولاية غرب دارفور محلية الجنينة - مرحلة الأساس,فاطمة إبراهيم آدم,1493
تطوير تدريب مشرفي اللغة العربية بالمدارس الأساسية بمحلية مدينة الفاشر,فاطمة أحمد محمد إبراهيم,1494
الإعداد الثقافي لمعلم اللغة العربية للناطقين بغيرها,فاطمة إدريس بابكر إدريس,1495
دور معهد الخرطوم الدولي في تأهيل وتدريب معلمي مرحلة الأساس في الفترة 1996 - 2000,فاطمة آدم أحمد,1496
تصور معجم عربي آحادي اللغة لغير الناطقين باللغة العربية,فاطمة الجيلاني السيد,1497
الفعل الماضي وطريقة تدريسة لغير الناطقين باللغة العربية,فاطمة الزهراء عثمان عبد الرحمن,1498
أثر استخدام الطريقة الكلية في تدريس اللغة علي تحصيل تلاميذ الصف الأول أساس : دراسة وصفية تحليلية بمحلية أم بدة وحدة الأمير,فاطمة النور محمد,1499
الإستعارة وتطبيقاتها من العامية السودانية,فاطمة بشير وداعة موسي,1500
صعوبات التعبير الكتابي لدي التلميذ البجاوي,فاطمة جعفر مدني,1501
تبسيط النص : دراسة نظرية وتطبيقية علي كتاب عبقرية محمد,فاطمة حسن محمد عثمان,1502
العوامل المؤثرة في تعليم واكتساب اللغة العربية في مرحلة الأساس : دراسة تطبيقية - محلية شرق النيل,فاطمة حسين عبد المولى,1503
أدوات الجزم وتدريسها للناطقين بغير العربية من خلال الربع الأخير من القرآن الكريم,فاطمة زهراء بستسلم,1504
تيسير النحو العربي وتوظيفه,فاطمة سليمان عثمان,1505
تعليم اللغة للأغراض الخاصة : تأليف دروس تطبيقية للإعلاميين غير العرب,فاطمة علي حسن ورسة,1506
المشكلات التي تواجه معلم اللغة العربية في منطقة البجا,فاطمة عمر أوشيك,1507
الجملة الإسمية وتدريسها من خلال الجمل والتراكيب للناطقين بغير اللغة العربية,فاطمة عمر مصطفي موسي,1508
الصعوبات التى تحد من فعالية الكلية في تدريس اللغة العربية في الصف الأول أساس : دراسة وصفية بمحلية أمبدة - وحدة دار السلام,فاطمة محمد أحمد ضو البيت,1509
المعجم الوجيز عربي - هوسا (حرف الكاف واللام),فاطمة محمد بيلو,1510
فعالية استخدام البطاقات في تعليم القراءة للطلاب الناطقين بغير العربية في مناطق التداخل اللغوي,فاطمة محمد صالح عبد الغني,1511
تحليل أخطاء تلميذات مدرستي الجريف غرب 1 - 2 الصف السادس الإبتدائي,فاطمة محمد عبادي,1512
أثر معلم اللغة العربية في التحصيل الدراسي لدى تلاميذ مرحلة الأساس الحلقة الأولى بولاية غرب دار فور محلية الجنينة,فاطمة محمود بركة آدم,1513
دور الأسئلة الصفية في تعليم اللغة العربية للناطقين بغيرها,فاطمة محمود عبد القادر,1514
فعالية تدريب المعلم في إستخدام الطريقة الكلية لدي تلاميذ الحلقة الأولي في تدريس مهارة القراءة بمرحلة الأساس,فاطمة مصطفي صالح,1515
الجملة الخبرية : تأكيدها وتقييمها,فاطمة مصطفي عصملي,1516
خصائص لغة الأخبار وكيفية تدريسها لغير الناطقين بالعربية,فاطمة مصطفي علي,1517
أسباب ضعف الخط العربي في الوقت الحاضر بمرحلة الأساس - الحلقة الثانية ولاية جنوب كردفان محلية الدلنج,فاطمة يونس فضل موسى,1518
فعالية استخدام التدريس التبادلي في زيادة التحصيل الدراسي في مادة الرياضيات لتلاميذ مرحلة الاساس : دراسة ميدانية بالحلقة الثانية بمحلية الخرطوم,فايزة احمد محمد دفع الله,1519
القصة ودورها في تنمية المهارات اللغوية لدى الطفل,فائزة الصديق محمد إبراهيم,1520
التقنيات التعليمية بين النظرية والتطبيق : دراسة تحليلية تقويمية,فائزة الناقي آدم عبد الرحمن,1521
دور الوسائل التعليمية في ترقية أداء معلم مرحلة التعليم الأساسي : دراسة ميدانية - محلية الخرطوم - قطاع شرق,فائزة بابكر على أحمد,1522
تدريس النصوص الأدبية للناطقين بغير العربية,فائزة محمد يعقوب موسى,1523
الصعوبات التى تواجه متعلمي اللغة العربية بمناطق التداخل اللغوي : دراسة ميدانية على مدارس أبي جبيهة - ولاية جنوب كردفان,فتح الرحمن أحمد محمد,1524
تصميم وحدة تعليمية لتدريس النداء للناطقين بغير العربية,فتح الرحمن الامام يعقوب بشير,1525
الصور البيانية في السور المكية,فتح الرحمن العبد مكي,1526
الأسس العلمية لاختيار طرائق تدريس اللغة العربية للناطقين بغيرها,فتح الرحمن رضوان يعقوب,1527
العلمانية والأبعاد التربوية للنظام العالمي الجديد,فتح الرحمن عبد الله محمد,1528
أساليب تدريس الإملاء للطلاب الإندونسيين في المرحلة المتوسطة,فتح العلوم محمد بصري الأندونيسي,1529
أساليب تدريس الإملاء للطلاب الإندونيسيين في المرحلة المتوسطة,فتح العلوم محمد بصري الأندونيسي,1529
الطريقة الجزئية ودورها في إكساب مهارة القراءة لدى تلاميذ الصف الثالث أساس (مناطق التداخل اللغوي,فتحي يوسف لواتي لوبا,1530
الأفلام الثابتة والمتحركة وتوظيفها في تعليم اللغة العربية للناطقين بغيرها,فتحية إبراهيم عبد الله,1531
معوقات تطبيق منهج اللغة بولاية جنوب كردفان محلية كادقلي,فتحية الزاكي داوود,1532
تحليل أخطاء التعبير التحريري لدى طلاب الصف الثاني بالمدارس الثانوية بمدينة نيالا ولاية جنوب دارفور,فتحية الطاهر عبد الصمد,1533
الإختبارات الموضوعية ومدى فعاليتها في تحقيق الأهداف التربوية لمادة القرآن الكريم,فتحية عبد الله محمد خريف,1534
أسلوب الخطاب الإجتماعي في بعض الصحف السودانية,فتحية محمد أحمد إسماعيل,1535
دراسة تقابلية بين اللغة العربية واللغة النوبية النيلية علي مستوي الجملة الفعلية البسيطة,فتحية محمد أحمد إسماعيل,1535
الضمائر في اللغة العربية : دراسة تقابلية بين اللغة العربية واللغة الملاوية,فجرية بنت انصاري,1536
